alpha,beta,mach,reynolds,delta21,delta22,cf_cl,cf_cd,cf_x,cf_y,cf_z,cf_xp,cf_yp,cf_yr,cf_zq,cf_zad,cm_x,cm_y,cm_z,cm_yad,cm_zad,cm_zr
0.0,-30.0,0.3,6904000.0,-25.0,-20.0,-0.005,1.858,1.858,0.123,-0.005,0.0,-0.0,-0.02,0.024,0.4,0.371,0.025,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,-20.0,0.604,1.399,1.308,0.123,0.781,-0.017,-0.0,-0.02,0.105,0.4,0.404,-0.7,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,-20.0,1.224,0.452,0.12,0.126,1.299,-0.024,0.0,-0.02,0.16,0.4,0.352,-1.702,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,-20.0,1.553,0.717,0.068,0.129,1.709,-0.004,-0.0,-0.02,0.154,0.4,0.338,-2.791,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,-20.0,1.838,1.135,0.064,0.131,2.159,-0.005,0.0,-0.02,0.142,0.4,0.331,-3.625,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,-15.0,-1.887,1.161,0.062,0.131,-2.215,-0.002,-0.0,-0.02,-0.099,0.4,0.14,3.905,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,-15.0,-1.614,0.733,0.059,0.129,-1.772,0.002,0.0,-0.02,-0.095,0.4,0.146,3.104,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,-15.0,-1.321,0.456,0.098,0.126,-1.394,-0.016,0.0,-0.02,-0.087,0.4,0.187,2.178,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,-15.0,-0.676,1.389,1.289,0.123,-0.852,-0.016,-0.0,-0.02,-0.054,0.4,0.235,1.055,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,-15.0,-0.023,1.851,1.851,0.123,-0.023,0.0,-0.0,-0.02,0.024,0.4,0.353,0.117,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,-15.0,0.592,1.39,1.301,0.123,0.768,-0.018,-0.0,-0.02,0.102,0.4,0.393,-0.633,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,-15.0,1.211,0.439,0.11,0.126,1.283,-0.025,0.0,-0.02,0.161,0.4,0.338,-1.62,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,-15.0,1.544,0.701,0.057,0.129,1.695,-0.005,-0.0,-0.02,0.158,0.4,0.325,-2.719,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,-15.0,1.836,1.119,0.051,0.131,2.149,-0.005,0.0,-0.02,0.145,0.4,0.321,-3.575,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,-10.0,-1.914,1.189,0.072,0.131,-2.251,0.002,-0.0,-0.02,-0.097,0.4,0.101,4.088,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,-10.0,-1.636,0.751,0.067,0.129,-1.799,0.004,0.0,-0.02,-0.102,0.4,0.12,3.243,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,-10.0,-1.367,0.469,0.099,0.126,-1.442,-0.011,0.0,-0.02,-0.071,0.4,0.139,2.417,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,-10.0,-0.732,1.39,1.282,0.123,-0.908,-0.014,-0.0,-0.02,-0.056,0.4,0.178,1.334,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,-10.0,-0.072,1.839,1.839,0.123,-0.072,0.0,-0.0,-0.02,0.024,0.4,0.304,0.361,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,-10.0,0.569,1.374,1.288,0.123,0.743,-0.02,-0.0,-0.02,0.099,0.4,0.373,-0.508,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,-10.0,1.183,0.414,0.093,0.126,1.249,-0.027,0.0,-0.02,0.162,0.4,0.308,-1.452,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,-10.0,1.523,0.67,0.036,0.129,1.664,-0.008,-0.0,-0.02,0.165,0.4,0.297,-2.563,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,-10.0,1.828,1.087,0.027,0.131,2.126,-0.006,0.0,-0.02,0.151,0.4,0.297,-3.459,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,-5.0,-1.939,1.22,0.087,0.131,-2.289,0.006,-0.0,-0.02,-0.093,0.4,0.062,4.277,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,-5.0,-1.665,0.775,0.078,0.129,-1.835,0.007,0.0,-0.02,-0.104,0.4,0.084,3.423,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,-5.0,-1.401,0.486,0.107,0.126,-1.479,-0.008,0.0,-0.02,-0.065,0.4,0.103,2.604,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,-5.0,-0.793,1.396,1.281,0.123,-0.969,-0.011,-0.0,-0.02,-0.053,0.4,0.115,1.641,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,-5.0,-0.133,1.831,1.831,0.123,-0.133,0.0,-0.0,-0.02,0.024,0.4,0.242,0.667,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,-5.0,0.534,1.359,1.277,0.123,0.707,-0.02,-0.0,-0.02,0.105,0.4,0.341,-0.327,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,-5.0,1.152,0.39,0.079,0.126,1.214,-0.03,0.0,-0.02,0.16,0.4,0.278,-1.274,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,-5.0,1.497,0.639,0.018,0.129,1.628,-0.011,-0.0,-0.02,0.17,0.4,0.264,-2.381,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,-5.0,1.814,1.052,0.004,0.131,2.097,-0.009,0.0,-0.02,0.158,0.4,0.265,-3.311,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,0.0,-1.961,1.254,0.106,0.131,-2.325,0.009,-0.0,-0.02,-0.088,0.4,0.024,4.457,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,0.0,-1.695,0.802,0.092,0.129,-1.873,0.01,0.0,-0.02,-0.103,0.4,0.046,3.612,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,0.0,-1.425,0.503,0.117,0.126,-1.507,-0.006,0.0,-0.02,-0.072,0.4,0.077,2.745,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,0.0,-0.849,1.409,1.286,0.123,-1.025,-0.009,-0.0,-0.02,-0.04,0.4,0.055,1.926,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,0.0,-0.194,1.829,1.829,0.123,-0.194,0.0,-0.0,-0.02,0.024,0.4,0.18,0.974,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,0.0,0.484,1.344,1.269,0.123,0.656,-0.022,-0.0,-0.02,0.117,0.4,0.292,-0.069,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,0.0,1.126,0.372,0.068,0.126,1.184,-0.032,0.0,-0.02,0.153,0.4,0.254,-1.125,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,0.0,1.467,0.61,0.002,0.129,1.589,-0.015,-0.0,-0.02,0.174,0.4,0.229,-2.187,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,0.0,1.794,1.018,-0.015,0.131,2.063,-0.012,0.0,-0.02,0.163,0.4,0.23,-3.141,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,5.0,-1.977,1.289,0.127,0.131,-2.357,0.012,-0.0,-0.02,-0.081,0.4,-0.01,4.618,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,5.0,-1.721,0.832,0.11,0.129,-1.909,0.013,0.0,-0.02,-0.1,0.4,0.009,3.794,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,5.0,-1.453,0.525,0.131,0.126,-1.539,-0.003,0.0,-0.02,-0.076,0.4,0.047,2.907,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,5.0,-0.887,1.424,1.296,0.123,-1.065,-0.007,-0.0,-0.02,-0.032,0.4,0.014,2.127,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,5.0,-0.255,1.834,1.834,0.123,-0.255,0.0,-0.0,-0.02,0.024,0.4,0.118,1.281,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,5.0,0.422,1.334,1.267,0.123,0.593,-0.024,-0.0,-0.02,0.125,0.4,0.231,0.247,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,5.0,1.096,0.355,0.059,0.126,1.15,-0.035,0.0,-0.02,0.152,0.4,0.225,-0.953,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,5.0,1.436,0.585,-0.01,0.129,1.551,-0.019,-0.0,-0.02,0.176,0.4,0.195,-1.995,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,5.0,1.771,0.986,-0.032,0.131,2.027,-0.015,0.0,-0.02,0.166,0.4,0.191,-2.959,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,10.0,-1.989,1.324,0.152,0.131,-2.384,0.013,-0.0,-0.02,-0.073,0.4,-0.039,4.755,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,10.0,-1.744,0.865,0.132,0.129,-1.942,0.016,0.0,-0.02,-0.095,0.4,-0.025,3.962,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,10.0,-1.482,0.551,0.148,0.126,-1.574,-0.001,0.0,-0.02,-0.076,0.4,0.012,3.083,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,10.0,-0.913,1.44,1.309,0.123,-1.094,-0.006,-0.0,-0.02,-0.031,0.4,-0.013,2.269,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,10.0,-0.313,1.844,1.844,0.123,-0.313,0.0,-0.0,-0.02,0.024,0.4,0.058,1.573,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,10.0,0.36,1.33,1.272,0.123,0.531,-0.027,-0.0,-0.02,0.123,0.4,0.171,0.559,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,10.0,1.051,0.339,0.055,0.126,1.103,-0.038,0.0,-0.02,0.165,0.4,0.182,-0.719,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,10.0,1.409,0.564,-0.018,0.129,1.517,-0.022,-0.0,-0.02,0.171,0.4,0.167,-1.827,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,10.0,1.744,0.956,-0.044,0.131,1.988,-0.019,0.0,-0.02,0.167,0.4,0.151,-2.766,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,15.0,-1.994,1.356,0.177,0.131,-2.405,0.015,-0.0,-0.02,-0.066,0.4,-0.06,4.86,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,15.0,-1.762,0.897,0.154,0.129,-1.971,0.018,0.0,-0.02,-0.089,0.4,-0.053,4.104,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,15.0,-1.508,0.577,0.168,0.126,-1.606,0.001,0.0,-0.02,-0.074,0.4,-0.019,3.242,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,15.0,-0.936,1.458,1.323,0.123,-1.118,-0.004,-0.0,-0.02,-0.036,0.4,-0.036,2.392,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,15.0,-0.352,1.857,1.857,0.123,-0.352,0.0,-0.0,-0.02,0.024,0.4,0.019,1.769,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,15.0,0.302,1.332,1.281,0.123,0.474,-0.029,-0.0,-0.02,0.122,0.4,0.115,0.846,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,15.0,0.995,0.327,0.058,0.126,1.046,-0.044,0.0,-0.02,0.184,0.4,0.127,-0.431,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,15.0,1.383,0.547,-0.024,0.129,1.487,-0.024,-0.0,-0.02,0.167,0.4,0.142,-1.675,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,15.0,1.717,0.931,-0.053,0.131,1.953,-0.022,0.0,-0.02,0.167,0.4,0.114,-2.587,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,20.0,-1.995,1.372,0.19,0.131,-2.414,0.015,-0.0,-0.02,-0.062,0.4,-0.068,4.902,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,20.0,-1.768,0.913,0.167,0.129,-1.983,0.019,0.0,-0.02,-0.086,0.4,-0.066,4.167,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,20.0,-1.519,0.592,0.178,0.126,-1.621,0.003,0.0,-0.02,-0.073,0.4,-0.034,3.317,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,20.0,-0.949,1.468,1.332,0.123,-1.132,-0.003,-0.0,-0.02,-0.037,0.4,-0.051,2.464,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,20.0,-0.367,1.864,1.864,0.123,-0.367,0.0,-0.0,-0.02,0.024,0.4,0.004,1.844,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,20.0,0.273,1.335,1.288,0.123,0.445,-0.03,-0.0,-0.02,0.122,0.4,0.087,0.989,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,20.0,0.966,0.322,0.061,0.126,1.016,-0.047,0.0,-0.02,0.191,0.4,0.099,-0.281,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,20.0,1.367,0.539,-0.025,0.129,1.469,-0.026,-0.0,-0.02,0.168,0.4,0.126,-1.582,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,20.0,1.704,0.919,-0.056,0.131,1.935,-0.024,0.0,-0.02,0.165,0.4,0.096,-2.5,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,25.0,-1.995,1.376,0.194,0.131,-2.416,0.015,-0.0,-0.02,-0.061,0.4,-0.071,4.914,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,25.0,-1.77,0.918,0.171,0.129,-1.987,0.019,0.0,-0.02,-0.085,0.4,-0.069,4.185,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,25.0,-1.523,0.596,0.182,0.126,-1.625,0.003,0.0,-0.02,-0.073,0.4,-0.039,3.339,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,25.0,-0.953,1.471,1.334,0.123,-1.137,-0.003,-0.0,-0.02,-0.038,0.4,-0.055,2.486,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,25.0,-0.371,1.866,1.866,0.123,-0.371,0.0,-0.0,-0.02,0.024,0.4,-0.0,1.864,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,25.0,0.264,1.336,1.29,0.123,0.437,-0.03,-0.0,-0.02,0.122,0.4,0.079,1.032,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,25.0,0.957,0.321,0.063,0.126,1.007,-0.048,0.0,-0.02,0.193,0.4,0.091,-0.236,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,25.0,1.361,0.536,-0.026,0.129,1.463,-0.026,-0.0,-0.02,0.169,0.4,0.121,-1.552,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,25.0,1.7,0.916,-0.057,0.131,1.93,-0.024,0.0,-0.02,0.164,0.4,0.091,-2.476,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-25.0,30.0,-1.995,1.387,0.203,0.131,-2.421,0.015,-0.0,-0.02,-0.059,0.4,-0.075,4.938,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-25.0,30.0,-1.774,0.929,0.179,0.129,-1.994,0.019,0.0,-0.02,-0.082,0.4,-0.077,4.224,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-25.0,30.0,-1.53,0.606,0.19,0.126,-1.635,0.003,0.0,-0.02,-0.071,0.4,-0.048,3.388,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-25.0,30.0,-0.962,1.479,1.341,0.123,-1.147,-0.003,-0.0,-0.02,-0.038,0.4,-0.065,2.536,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-25.0,30.0,-0.379,1.871,1.871,0.123,-0.379,0.0,-0.0,-0.02,0.024,0.4,-0.008,1.905,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-25.0,30.0,0.245,1.339,1.296,0.123,0.418,-0.031,-0.0,-0.02,0.121,0.4,0.061,1.126,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-25.0,30.0,0.937,0.319,0.066,0.126,0.987,-0.05,0.0,-0.02,0.194,0.4,0.072,-0.136,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-25.0,30.0,1.348,0.531,-0.025,0.129,1.448,-0.028,-0.0,-0.02,0.173,0.4,0.108,-1.479,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-25.0,30.0,1.692,0.909,-0.059,0.131,1.92,-0.025,0.0,-0.02,0.162,0.4,0.081,-2.423,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-20.0,-30.0,-1.859,1.132,0.051,0.131,-2.176,-0.005,-0.0,-0.02,-0.1,0.4,0.173,3.71,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-20.0,-30.0,-1.585,0.712,0.051,0.129,-1.736,-0.0,0.0,-0.02,-0.092,0.4,0.172,2.927,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-20.0,-30.0,-1.26,0.442,0.1,0.126,-1.332,-0.023,0.0,-0.02,-0.105,0.4,0.241,1.866,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-20.0,-30.0,-0.617,1.392,1.299,0.123,-0.794,-0.019,-0.0,-0.02,-0.053,0.4,0.289,0.761,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-20.0,-30.0,0.015,1.862,1.862,0.123,0.015,0.0,-0.0,-0.02,0.024,0.4,0.381,-0.077,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-20.0,-30.0,0.626,1.407,1.314,0.123,0.804,-0.016,-0.0,-0.02,0.106,0.4,0.408,-0.814,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-20.0,-30.0,1.245,0.467,0.129,0.126,1.323,-0.022,0.0,-0.02,0.159,0.4,0.357,-1.822,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-20.0,-30.0,1.568,0.736,0.08,0.129,1.73,-0.002,-0.0,-0.02,0.147,0.4,0.341,-2.896,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-20.0,-30.0,1.842,1.153,0.078,0.131,2.172,-0.004,0.0,-0.02,0.14,0.4,0.335,-3.687,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-20.0,-25.0,-1.868,1.14,0.053,0.131,-2.188,-0.004,-0.0,-0.02,-0.1,0.4,0.161,3.77,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-20.0,-25.0,-1.595,0.717,0.052,0.129,-1.748,0.001,0.0,-0.02,-0.092,0.4,0.16,2.985,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-20.0,-25.0,-1.28,0.444,0.098,0.126,-1.351,-0.02,0.0,-0.02,-0.1,0.4,0.221,1.965,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-20.0,-25.0,-0.637,1.389,1.294,0.123,-0.812,-0.018,-0.0,-0.02,-0.053,0.4,0.27,0.856,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-20.0,-25.0,0.005,1.858,1.858,0.123,0.005,0.0,-0.0,-0.02,0.024,0.4,0.371,-0.025,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-20.0,-25.0,0.616,1.4,1.308,0.123,0.794,-0.017,-0.0,-0.02,0.105,0.4,0.399,-0.762,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-20.0,-25.0,1.236,0.457,0.122,0.126,1.312,-0.023,0.0,-0.02,0.16,0.4,0.348,-1.769,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-20.0,-25.0,1.563,0.725,0.072,0.129,1.721,-0.003,-0.0,-0.02,0.15,0.4,0.334,-2.852,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-20.0,-25.0,1.842,1.142,0.069,0.131,2.166,-0.004,0.0,-0.02,0.142,0.4,0.329,-3.659,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-20.0,-20.0,-1.873,1.144,0.054,0.131,-2.194,-0.003,-0.0,-0.02,-0.1,0.4,0.155,3.797,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-20.0,-20.0,-1.599,0.72,0.053,0.129,-1.753,0.001,0.0,-0.02,-0.093,0.4,0.156,3.01,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-20.0,-20.0,-1.289,0.446,0.097,0.126,-1.36,-0.019,0.0,-0.02,-0.097,0.4,0.212,2.009,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-20.0,-20.0,-0.645,1.388,1.292,0.123,-0.821,-0.018,-0.0,-0.02,-0.053,0.4,0.261,0.898,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-20.0,-20.0,-0.0,1.855,1.855,0.123,-0.0,-0.0,-0.0,-0.02,0.024,0.4,0.366,0.0,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-20.0,-20.0,0.612,1.398,1.306,0.123,0.789,-0.017,-0.0,-0.02,0.105,0.4,0.396,-0.74,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-20.0,-20.0,1.232,0.453,0.119,0.126,1.308,-0.023,0.0,-0.02,0.16,0.4,0.344,-1.745,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-20.0,-20.0,1.56,0.72,0.068,0.129,1.717,-0.003,-0.0,-0.02,0.151,0.4,0.33,-2.831,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-20.0,-20.0,1.841,1.138,0.065,0.131,2.163,-0.004,0.0,-0.02,0.143,0.4,0.327,-3.645,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-20.0,-15.0,-1.886,1.156,0.058,0.131,-2.212,-0.002,-0.0,-0.02,-0.1,0.4,0.137,3.889,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-20.0,-15.0,-1.611,0.728,0.056,0.129,-1.767,0.002,0.0,-0.02,-0.096,0.4,0.142,3.083,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-20.0,-15.0,-1.317,0.451,0.095,0.126,-1.389,-0.016,0.0,-0.02,-0.088,0.4,0.183,2.153,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-20.0,-15.0,-0.673,1.387,1.287,0.123,-0.848,-0.017,-0.0,-0.02,-0.053,0.4,0.232,1.037,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-20.0,-15.0,-0.018,1.849,1.849,0.123,-0.018,0.0,-0.0,-0.02,0.024,0.4,0.348,0.091,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-20.0,-15.0,0.6,1.389,1.298,0.123,0.776,-0.018,-0.0,-0.02,0.103,0.4,0.385,-0.672,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-20.0,-15.0,1.219,0.439,0.109,0.126,1.291,-0.024,0.0,-0.02,0.161,0.4,0.329,-1.663,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-20.0,-15.0,1.552,0.704,0.057,0.129,1.703,-0.004,-0.0,-0.02,0.155,0.4,0.317,-2.759,-0.103,0.0,0.4,-0.559
30.0,-30.0,0.3,6904000.0,-20.0,-15.0,1.839,1.122,0.052,0.131,2.153,-0.005,0.0,-0.02,0.146,0.4,0.317,-3.596,-0.124,0.0,0.4,-0.559
-30.0,-30.0,0.3,6904000.0,-20.0,-10.0,-1.913,1.184,0.069,0.131,-2.248,0.002,-0.0,-0.02,-0.098,0.4,0.098,4.073,-0.124,0.0,0.4,-0.559
-22.5,-30.0,0.3,6904000.0,-20.0,-10.0,-1.634,0.746,0.064,0.129,-1.795,0.004,0.0,-0.02,-0.103,0.4,0.116,3.222,-0.103,0.0,0.4,-0.559
-15.0,-30.0,0.3,6904000.0,-20.0,-10.0,-1.363,0.465,0.097,0.126,-1.437,-0.011,0.0,-0.02,-0.071,0.4,0.135,2.394,-0.085,0.0,0.4,-0.559
-7.5,-30.0,0.3,6904000.0,-20.0,-10.0,-0.729,1.387,1.28,0.123,-0.904,-0.014,-0.0,-0.02,-0.055,0.4,0.175,1.316,-0.073,0.0,0.4,-0.559
0.0,-30.0,0.3,6904000.0,-20.0,-10.0,-0.067,1.837,1.837,0.123,-0.067,0.0,-0.0,-0.02,0.024,0.4,0.299,0.336,-0.068,0.0,0.4,-0.559
7.5,-30.0,0.3,6904000.0,-20.0,-10.0,0.576,1.373,1.286,0.123,0.751,-0.02,-0.0,-0.02,0.099,0.4,0.365,-0.546,-0.073,0.0,0.4,-0.559
15.0,-30.0,0.3,6904000.0,-20.0,-10.0,1.191,0.414,0.092,0.126,1.258,-0.026,0.0,-0.02,0.162,0.4,0.3,-1.494,-0.085,0.0,0.4,-0.559
22.5,-30.0,0.3,6904000.0,-20.0,-10.0,1.531,0.673,0.036,0.129,1.672,-0.007,-0.0,-0.02,0.161,0.4,0.289,-2.604,-0.103,0.0,0.4,-0.559
